Drug_ID,Drug,Y
"Valeramide, 2-(2-acetamido-4-methylvaleramido)-N-(1-formyl-4-guanidinobutyl)-4-methyl-",CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,2.773
"4-Heptanol, 2,6-dimethyl-",CC(C)CC(O)CC(C)C,1.659
"Butyraldehyde, 3-methyl-",CC(C)CC=O,1.187
"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-, 2-pyridinylmethyl ester",CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,2.315
"2-Hexanone, 5-methyl-",CC(=O)CCC(C)C,1.5519999999999998
Isohexanoic acid (mixed isomers),CC(C)CCC(=O)O,1.753
"Valeraldehyde, 4-methyl-",CC(C)CCC=O,1.248
"9,10-Secocholesta-5,7,10(19)-trien-3-ol, (3beta,5Z,7E)-",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.962
"2,4-Dodecadienoic acid, 3,7,11-trimethyl-, 2-propynyl ester",C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.751
"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-, 3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-yl ester, (2R(4R,8R))-",Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1.621
"1-Octanol, 7-methyl-",CC(C)CCCCCCO,1.685
"1-Heptanamine, 6-methyl-N,N-bis(6-methylheptyl)-",CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,2.339
"Pentanol, 4-methyl-",CC(C)CCCO,1.196
Isopentyl alcohol (8CI),CC(C)CCO,1.831
"1-Butanol, 3-methyl-, acetate",CC(=O)OCCC(C)C,0.894
"1-Pentanol, 2-(isopentyloxy)-4-methyl-",CC(C)CCOC(CO)CC(C)C,1.5419999999999998
"Nitrous acid, 3-methylbutyl ester",CC(C)CCON=O,2.365
Tris-(3-methylbutyl)phosphine,CC(C)CCP(CCC(C)C)CCC(C)C,2.039
"1-Propanamine, 2-methyl-",CC(C)CN,2.506
"1H-Pyrazole-5-acetic acid, 1-(2-methylpropyl)-3,4-diphenyl-",CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,3.862
"2-Butenedioic acid (E)-, bis(2-methylpropyl) ester (9CI)",CC(C)COC(=O)C=CC(=O)OCC(C)C,1.449
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.268
"Benzoic acid, 2-hydroxy-, 2-methylpropyl ester",CC(C)COC(=O)c1ccccc1O,2.095
"2-Furanpropanoic acid, 2-methylpropyl ester",CC(C)COC(=O)CCc1ccco1,2.003
"Propane, 1-(ethenyloxy)-2-methyl-",C=COCC(C)C,0.77
"Phosphonodithioic acid, methyl-, O-isobutyl ester, S-ester with N-(mercaptomethyl)phthalimide",CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,3.968
2-Aminopropane,CC(C)N,1.858
"Propane, 2-nitro-",CC(C)[N+](=O)[O-],2.093
"Acetamide, 2-chloro-N-(1-methylethyl)-N-phenyl-",CC(C)N(C(=O)CCl)c1ccccc1,2.474
"Carbamothioic acid, bis(1-methylethyl)-, S-(2,3,3-trichloro-2-propenyl) ester",CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.5810000000000004
"2-Pyridineacetamide, alpha-(2-(bis(1-methylethyl)amino)ethyl)-alpha-phenyl-",CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.008
"Ethanol, 2-(bis(1-methylethyl)amino)-",CC(C)N(CCO)C(C)C,2.133
"Diethylamine, 1,1'-dimethyl-N-nitroso- (9CI,7CI,8CI)",CC(C)N(N=O)C(C)C,2.185
"Phenazine, 3-(p-chloroanilino)-10-(p-chlorophenyl)-2,10-dihydro-2-(isopropylimino)- (8CI)",CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751
"2,4(1H,3H)-Pyrimidinedione, 5-bromo-6-methyl-3-(1-methylethyl)- (9CI)",Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,1.861
"Carbamic acid, dimethyl-, 3-methyl-1-(1-methylethyl)-1H-pyrazol-5-yl ester (9CI)",Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.291
"1,4-Benzenediamine, N-(1-methylethyl)-N'-phenyl-",CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497
"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-",CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.777
"1,2-Benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)- (9CI)",CC(C)NCC(O)c1ccc(O)c(O)c1,2.775
"2-Naphthalenemethanol, alpha-(((1-methylethyl)amino)methyl)-",CC(C)NCC(O)c1ccc2ccccc2c1,2.406
"2-Propanol, 1-(1H-indol-4-yloxy)-3-((1-methylethyl)amino)-",CC(C)NCC(O)COc1cccc2[nH]ccc12,2.975
"6-Quinolinemethanol, 1,2,3,4-tetrahydro-2-(((1-methylethyl)amino)methyl)-7-nitro-",CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.969
"Acetic acid, (4-chlorophenoxy)-, 2-(1-methylethyl)hydrazide (9CI)",CC(C)NNC(=O)COc1ccc(Cl)cc1,2.645
"Phosphoramidothioic acid, N-isopropyl-, O-(2,4,5-trichlorophenyl)ester",CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,4.033
Isopropyl alcohol,CC(C)O,1.0759999999999998
"2-Butenedioic acid (E)-, bis(1-methylethyl) ester (9CI)",CC(C)OC(=O)C=CC(=O)OC(C)C,1.79
"Heptanoic acid, 7-amino-, isopropyl ester",CC(C)OC(=O)CCCCCCN,1.67
"Carbamic acid, (acetyloxy)phenyl-, 1-methylethyl ester (9CI)",CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.844
"Carbamic acid, (3-chlorophenyl)-, 1-methylethyl ester (9CI)",CC(C)OC(=O)Nc1cccc(Cl)c1,2.251
"Carbamic acid, phenyl-, 1-methylethyl ester",CC(C)OC(=O)Nc1ccccc1,2.253
"Acetic acid, 1-methylethyl ester",CC(=O)OC(C)C,1.5319999999999998
"Propane, 2,2'-oxybis-",CC(C)OC(C)C,1.081
"Carbonochloridic acid, 1-methylethyl ester",CC(C)OC(=O)Cl,2.059
"1,3,4-Oxadiazol-2(3H)-one, 3-(2,4-dichloro-5-(1-methylethoxy)phenyl)-5-(1,1-dimethylethyl)-",CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.994
"Oxirane, ((1-methylethoxy)methyl)-",CC(C)OCC1CO1,1.442
"Phosphonothioic acid, (chloromethyl)-, O-isopropyl ester, anhydride with diisopropylphosphate",CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,4.292
"Phosphorothioic acid, S-benzyl O,O-diisopropyl ester",CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.77
"Phosphonodithioic acid, chloromethyl-, S-(p-bromophenyl) o-isopropyl ester",CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,4.194
"Phosphonodithioic acid, (chloromethyl)-, O-(1-methylethyl) S-(4-methylphenyl) ester",Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.16
"Phosphonodithioic acid, chloromethyl-, S-(p-fluorophenyl) O-isopropyl ester",CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884
"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with N-(2-mercaptoethyl)benzenesulfonamide",CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,3.1660000000000004
"Phosphonic acid, methyl-, bis(1-methylethyl) ester",CC(C)OP(C)(=O)OC(C)C,2.339
"Phosphonothioic acid, methyl-, O-(4-bromo-2,5-dichlorophenyl) O-(1-methylethyl) ester",CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714
"Sulfuric acid, diisopropyl ester",CC(C)OS(=O)(=O)OC(C)C,2.2230000000000003
"5,7-Octadien-2-ol, 2,6-dimethyl-",C=CC(C)=CCCC(C)(C)O,1.958
"2-Propenal, 2-methyl-3-phenyl-",CC(C=O)=Cc1ccccc1,1.853
"Hexanoic acid, 3,5,5-trimethyl-, allyl ester",C=CCOC(=O)CC(C)CC(C)(C)C,2.151
"2,4-Pentanediol, 2-methyl-, diacetate",CC(=O)OC(C)CC(C)(C)OC(C)=O,1.78
"Hexanal, 3,5,5-trimethyl-",CC(CC=O)CC(C)(C)C,1.642
"Pentanedial, 3-methyl- (9CI)",CC(CC=O)CC=O,2.165
"Benzenepropanal, 4-(1,1-dimethylethyl)-alpha-methyl-",CC(C=O)Cc1ccc(C(C)(C)C)cc1,1.742
"Benzenepropanal, alpha-methyl-4-(1-methylethyl)-",CC(C=O)Cc1ccc(C(C)C)cc1,1.6980000000000002
"Hydrazine, (1-methyl-2-phenylethyl)- (9CI)",CC(Cc1ccccc1)NN,3.645
"5beta-Cholan-24-oic acid, 3,7,12-trioxo- (8CI)",CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.003
"Cholan-24-oic acid, 3,7-dihydroxy-, (3-alpha,5-beta,7-alpha)- (9CI)",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.992
"6-Octenenitrile, 3,7-dimethyl-",CC(C)=CCCC(C)CC#N,1.455
"(1)-2,6-Dimethyloct-7-en-2-ol",C=CC(C)CCCC(C)(C)O,1.638
"Ether, bis(2-chloro-1-methylethyl)",CC(CCl)OC(C)CCl,2.853
"N,N,N',N',1-Pentamethyltrimethylenediamine",CC(CCN(C)C)N(C)C,2.2840000000000003
"6-Octen-1-ol, 3,7-dimethyl-",CC(C)=CCCC(C)CCO,1.656
"Propionaldehyde, 2,3-dichloro-2-methyl-",CC(Cl)(C=O)CCl,1.94
Acetyl chloride,CC(=O)Cl,1.936
"Propane, 1,2-dichloro-",CC(Cl)CCl,1.764
"Ethane, 1,1-dichloro-",CC(Cl)Cl,2.135
"Phosphoric acid, bis(2-chloropropyl) p-nitrophenyl ester",CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1,3.333
"10H-Phenothiazine-10-propanamine, N,N,beta-trimethyl-",CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.153
"Phenol, 2,2'-((1-methyl-1,2-ethanediyl)bis(nitrilomethylidyne))bis-",CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,1.7919999999999998
"1-Propanone, 2-methyl-1-(4-methylphenyl)-3-(1-piperidinyl)- (9CI)",Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2.228
2-(2-(4-(2-Methyl-3-(10H-phenothiazin-10-yl)propyl)piperazin-1-yl)ethoxy)ethanol,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,3.029
"Pyrrolidine, 1-(3-methyl-4-(4-morpholinyl)-1-oxo-2,2-diphenylbutyl)-, (S)-",CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.738
"1,4-Butanediol, 2-methyl-",CC(CO)CCO,1.28
"Phenethyl alcohol, beta-methyl-, acetate",CC(=O)OCC(C)c1ccccc1,1.618
"1,2-Propanediol, diacetate",CC(=O)OCC(C)OC(C)=O,1.073
"Sulfurous acid, 2-chloroethyl 2-(4-(1,1-dimethylethyl)phenoxy)-1-methylethyl ester",CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1.934
"Benzenemethanamine, N-(2-chloroethyl)-N-(1-methyl-2-phenoxyethyl)-",CC(COc1ccccc1)N(CCCl)Cc1ccccc1,2.085
"1,2-Propanediol, dinitrate",CC(CO[N+](=O)[O-])O[N+](=O)[O-],2.822
"1-Pyrrolidinecarboxylic acid, 1-(D-3-mercapto-2-methyl-1-propionyl)-, L-(S,S)-",CC(CS)C(=O)N1CCCC1C(=O)O,1.709
"Propanamide, 2-(dimethylamino)-N-(1,3-diphenyl-1H-pyrazol-5-yl)- (9CI)",CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,2.431
"Benzenemethanamine, N,N,alpha-trimethyl- (9CI)",CC(c1ccccc1)N(C)C,2.551
"Alanine, 3-(3,4-dihydroxyphenyl)-2-methyl-, L-(-)-",CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1.626
"Acetamide, thio- (VAN) (8CI)",CC(N)=S,2.397
"Benzenemethanol, alpha-(1-aminoethyl)-3-hydroxy-, (R-(R*,S*))- ( 9CI)",CC(N)C(O)c1cccc(O)c1,2.843
"Benzenemethanamine, alpha-methyl-",CC(N)c1ccccc1,2.11
"Benzeneethanamine, alpha-methyl-, (+-)-",CC(N)Cc1ccccc1,3.654
"1,2-Propanediamine",CC(N)CN,1.5219999999999998
"Benzenemethanamine, alpha-methyl-N-(1-phenylethyl)- (9CI)",CC(NC(C)c1ccccc1)c1ccccc1,1.886
"1,2-Ethanediamine, N,N'-bis(1-phenylethyl)- (9CI)",CC(NCCNC(C)c1ccccc1)c1ccccc1,2.318
Benzoic acid 2-(alpha-methylbenzyl)hydrazide,CC(NNC(=O)c1ccccc1)c1ccccc1,2.551
"Acetic acid, of a concentration of more than 10 per cent, by weight, of acetic acid",CC(=O)O,1.259
"Benzenemethanol, 3-amino-alpha-methyl- (9CI)",CC(O)c1cccc(N)c1,1.646
(1)-alpha-Methylbenzyl alcohol,CC(O)c1ccccc1,2.485
"1,3-Butanediol",CC(O)CCO,0.685
"Propanol, fluoro-",CC(O)CF,1.379
"2-Propanol, 1-(dimethylamino)-",CC(O)CN(C)C,1.737
"2-Propanol, 1,1',1''-nitrilotris-",CC(O)CN(CC(C)O)CC(C)O,1.504
"1H-Purine-2,6-dione, 3,7-dihydro-7-(2-hydroxypropyl)-1,3-dimethyl- (9CI)",CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.714
"2-Propanol, 1-(p-chlorophenyl-tert-butyl)amino-",CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,3.207
"2-Propanol, 1,1'-iminobis-",CC(O)CNCC(C)O,1.297
"Maleic acid, mono(2-hydroxypropyl) ester",CC(O)COC(=O)C=CC(=O)O,1.669
"2-Propanol, 1,1'-oxybis-",CC(O)COCC(C)O,0.956
"Carbamic acid, (3-chlorophenyl)-, 1-methyl-2-propynyl ester (9CI)",C#CC(C)OC(=O)Nc1cccc(Cl)c1,1.952
"Benzene, 1,1'-(oxydiethylidene)bis- (9CI)",CC(OC(C)c1ccccc1)c1ccccc1,1.3630000000000002
"Propionic acid, 2-(2,4,5-trichlorophenoxy)-",CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,2.6180000000000003
"Propanoic acid, 2-(2,4-dichlorophenoxy)-",CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.468
"Acetaldehyde, bis(2-chloroethyl) acetal (6CI,7CI,8CI)",CC(OCCCl)OCCCl,2.781
"Benzyl alcohol, alpha-methyl-p-nitro-, nitrate (ester)",CC(O[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,1.996
"Silane, dichloroethenylethyl-",C=C[Si](Cl)(Cl)CC,1.739
"Silane, ethyltrichloro-",CC[Si](Cl)(Cl)Cl,2.09
4-Hexen-1-yn-3-one,C#CC(=O)C=CC,3.122
"2-Butenoic acid, ethenyl ester",C=COC(=O)C=CC,1.237
2-Butenoic acid,CC=CC(=O)O,1.935
4-Hexen-1-yn-3-ol,C#CC(O)C=CC,3.451
"2-Butenoic acid, 2-butenylidene ester, (E,E,E)- (8CI,9CI)",CC=CC(=O)OC(C=CC)OC(=O)C=CC,1.937
"2,4-Hexadienoic acid, (2E,4E)-",CC=CC=CC(=O)O,1.183
"Acetic acid, 2,4-hexadienyl ester",CC=CC=CCOC(C)=O,1.507
"Ethanol, 2-(2,4-hexadienyloxy)-",CC=CC=CCOCCO,1.6269999999999998
"Benzene, 1,2-(methylenedioxy)-4-propenyl-",CC=Cc1ccc2c(c1)OCO2,2.083
"1-Propene, 1-chloro-",CC=CCl,1.594
2-Buten-1-ol,CC=CCO,1.889
"Ether, 2-butenyl propenyl",CC=CCOC=CC,1.147
"Hydrazinecarboxaldehyde, ethylidenemethyl- (9CI)",CC=NN(C)C=O,2.495
"Cyclopropanecarboxylic acid, 2,2,3,3-tetramethyl-, cyano(3-phenoxyphenyl)methyl ester",CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,4.288
"Cyclopropanecarboxylic acid, 3-(2,2-dibromoethenyl)-2,2-dimethyl-, cyano(3-phenoxyphenyl)methyl ester, (1R-(1-alpha(S*),3-alpha))-",CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,4.226
"(RS)-alpha-Cyano-3-phenoxybenzyl (1RS,3RS)-(1RS,3RS)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.774
"Cyclopropanecarboxylic acid, 3-(2,2-dichlorovinyl)-2,2-dimethyl-, 3-phenoxybenzyl ester, (+-)-, (cis,trans)-",CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.98
"Olean-12-en-29-oic acid, 3-(3-carboxy-1-oxopropoxy)-11-oxo-, (3beta,20beta)-",CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,2.367
"(1)-6,6-Dimethyl-2-methylenebicyclo(3.1.1)heptane",C=C1CCC2CC1C2(C)C,1.462
"Acetic acid, thiocyanato-, (1R,2R,4R)-1,7,7-trimethylbicyclo(2.2.1)hept-2-yl ester, rel-",CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.199
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1S,2R,4S)-",CC1(C)C2CCC1(C)C(O)C2,1.425
"1,3-Dioxane, 4,4-dimethyl-",CC1(C)CCOCO1,1.493
"2-Oxetanone, 3,3-dimethyl-",CC1(C)COC1=O,1.833
"2,4-Imidazolidinedione, 3-bromo-1-chloro-5,5-dimethyl-",CC1(C)C(=O)N(Br)C(=O)N1Cl,2.605
"2,4-Imidazolidinedione, 1,3-dichloro-5,5-dimethyl-",CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.5610000000000004
"2,4-Imidazolidinedione, 5,5-dimethyl-",CC1(C)NC(=O)NC1=O,1.216
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((1-aminocyclohexyl)carbonyl)amino)-3,3-dimethyl-7-oxo-, (2S-(2alpha,5alpha,6beta))-",CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,1.833
"7-Oxabicyclo(4.1.0)heptane, 1-methyl-4-(2-methyloxiranyl)-",CC1(C2CCC3(C)OC3C2)CO1,1.475
"Oxirane, 2,2'-(oxybis(methylene))bis(2-methyl- (9CI)",CC1(COCC2(C)CO2)CO1,1.974
"Oxirane, 2,2'-(1,2-ethanediylbis(oxymethylene))bis(2-methyl- (9CI)",CC1(COCCOCC2(C)CO2)CO1,1.433
"2-Quinoxalinecarboxamide, N-(2-hydroxyethyl)-3-methyl-, 1,4-dioxide",Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],2.186
"1,4-Oxathiin-3-carboxamide, 5,6-dihydro-2-methyl-N-phenyl-, 4,4-dioxide (9CI)",CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,2.126
"Benzoic acid, 2-((2,3-dimethylphenyl)amino)-",Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.513
"Acetic acid, ((4-chloro-6-((2,3-dimethylphenyl)amino)-2-pyrimidinyl)thio)-",Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,1.892
"Pyridine, 3,4-dimethyl-",Cc1ccncc1C,2.199
"Benzenesulfonyl chloride, 2-methyl-5-nitro- (9CI)",Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl,1.499
"Benzenesulfonamide, 2-methyl-",Cc1ccccc1S(N)(=O)=O,1.546
"Benzene, 2-methyl-1,3-dinitro-",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],3.012
"3-Furancarboxamide, 2-methyl-N-phenyl- (9CI)",Cc1occc1C(=O)Nc1ccccc1,1.193
"1H-Indene-3-acetic acid, 5-fluoro-2-methyl-1-((4-(methylsulfinyl)phenyl)methylene)-, (Z)-",CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.13
"4H-Pyran, 5,6-dihydro-2-methyl-3-(phenylcarbamoyl)-",CC1=C(C(=O)Nc2ccccc2)CCCO1,1.161
"Uracil, 3-tert-butyl-5-chloro-6-methyl-",Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1.461
"Phosphoric acid, bis(2-chloroethyl) 3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl ester",Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,2.664
"Benzenesulfonic acid, 2-amino-4-chloro-5-methyl-",Cc1cc(S(=O)(=O)O)c(N)cc1Cl,1.256
"Phenol, 4-chloro-3-methyl-",Cc1cc(O)ccc1Cl,1.892
"Benzenamine, 2-methyl-",Cc1ccccc1N,2.204
"Benzenamine, 3-chloro-2-methyl-",Cc1c(N)cccc1Cl,2.392
"1-Naphthylamine, 2-methyl-",Cc1ccc2ccccc2c1N,2.404
"1,1,1-Trifluoro-N-(2-methyl-4-(phenylsulfonyl)phenyl)methanesulfonamide",Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,2.778
"Phenol, 2-methyl-4,6-dinitro-",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.297
"4H-Pyran-4-one, 3-hydroxy-2-methyl-",Cc1occc(=O)c1O,1.952
"3,4-Pyridinedimethanol, 5-hydroxy-6-methyl-",Cc1ncc(CO)c(CO)c1O,1.626
"Phenol, 5-amino-2-methyl-",Cc1ccc(N)cc1O,1.534
"Phenol, 2-methyl-",Cc1ccccc1O,2.951
"Acetic acid, (4-chloro-2-methylphenoxy)-",Cc1cc(Cl)ccc1OCC(=O)O,2.457
"1,2-Propanediol, 3-(2-methylphenoxy)-, 1-carbamate (9CI)",Cc1ccccc1OCC(O)COC(N)=O,2.331
"Butanoic acid, 4-(4-chloro-2-methylphenoxy)- (9CI)",Cc1cc(Cl)ccc1OCCCC(=O)O,2.527
"1,4-Oxathiin-3-carboxamide, 5,6-dihydro-2-methyl-N-phenyl-",CC1=C(C(=O)Nc2ccccc2)SCCO1,2.738
"Benz(a)anthracene, 7,12-dimethyl-",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.894
"Naphthalene, 1-methyl-",Cc1cccc2ccccc12,1.888
"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.394
"Phenol, 3-((4,5-dihydro-1H-imidazol-2-yl)methyl)-6-(1,1-dimethylethyl)-2,4-dimethyl-",Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,5.513
"Phenol, 4-methyl-2-nitro-",Cc1ccc(O)c([N+](=O)[O-])c1,1.659
"Benzene, 1-methyl-3,5-dinitro- (9CI)",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.926
"Benzene, 1-methyl-3-nitro-",Cc1cccc([N+](=O)[O-])c1,2.107
"o-Toluenesulfonamide, N-(2-hydroxyethyl)-4-nitro-",Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)NCCO,1.765
"3-Isoxazolecarboxylic acid, 5-methyl-, 2-(phenylmethyl)hydrazide",Cc1cc(C(=O)NNCc2ccccc2)no1,2.917
"2(1H)-Pyrimidinone, 4-hydroxy-6-methyl- (8CI)",Cc1cc(=O)[nH]c(=O)[nH]1,0.291
"4(1H)-Pyrimidinone, 2,3-dihydro-6-methyl-2-thioxo-",Cc1cc(=O)[nH]c(=S)[nH]1,1.707
"3(2H)-Isoxazolone, 5-methyl- (8CI)(9CI)",Cc1cc(=O)[nH]o1,1.503
"2,5-Furandione, 3-methyl-",CC1=CC(=O)OC1=O,1.635
"2H-1-Benzopyran-2-one, 7-hydroxy-4-methyl-",Cc1cc(=O)oc2cc(O)ccc12,1.66
"Phosphoric acid, bis(2-chloroethyl) 4-methyl-2-oxo-2H-1-benzopyran-7-yl ester (9CI)",Cc1cc(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,3.432
"Benzamide, N-(5-chloro-4-((4-chlorophenyl)cyanomethyl)-2-methylphenyl)-2-hydroxy-3,5-diiodo-",Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,3.403
"Benzene, 1,2,3,5-tetramethyl-",Cc1cc(C)c(C)c(C)c1,1.415
"Benzene, 1,2,4-trimethyl-",Cc1ccc(C)c(C)c1,1.381
"Benzene, 1,2,4,5-tetramethyl-",Cc1cc(C)c(C)cc1C,1.283
"Benzenamine, 2,4-dimethyl-",Cc1ccc(N)c(C)c1,2.414
"Phenol, 2,4-dimethyl-",Cc1ccc(O)c(C)c1,1.582
"Benzene, 1,3-dimethyl-",Cc1cccc(C)c1,1.327
"Pyridine, 2,4-dimethyl-",Cc1ccnc(C)c1,2.729
"Benzenamine, 4-chloro-2-methyl-",Cc1cc(Cl)ccc1N,2.127
"Piperazine, 1-((4-chlorophenyl)phenylmethyl)-4-((3-methylphenyl)methyl)-",Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.349
"Benzenamine, 2,5-dimethyl-",Cc1ccc(C)c(N)c1,1.97
"Benzenamine, 3-methyl-",Cc1cccc(N)c1,2.377
"o-Toluenesulfonamide, 4-amino-N-(2-hydroxyethyl)-",Cc1cc(N)ccc1S(=O)(=O)NCCO,1.413
"2-Pyridinamine, 4-methyl-",Cc1ccnc(N)c1,2.733
"Benzenesulfonamide, 4-amino-N-(5-methyl-3-isoxazolyl)-",Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.611
"Phenol, 2,5-dimethyl-",Cc1ccc(C)c(O)c1,2.44
"Phenol, 3,5-dimethyl-",Cc1cc(C)cc(O)c1,2.303
"Phenol, 4-chloro-3,5-dimethyl-",Cc1cc(O)cc(C)c1Cl,1.612
"1,3-Benzenediol, 5-methyl-",Cc1cc(O)cc(O)c1,2.168
"Phenol, 3-methyl-",Cc1cccc(O)c1,2.65
"Phenol, 3-methyl-4-nitro-",Cc1cc(O)ccc1[N+](=O)[O-],1.541
"2-Oxazolidinone, 5-((3,5-dimethylphenoxy)methyl)-",Cc1cc(C)cc(OCC2CNC(=O)O2)c1,2.456
"Pentanoic acid, 5-(2,5-dimethylphenoxy)-2,2-dimethyl-",Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.719
"Benzene, 4-methyl-1,2-dinitro-",Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.354
