Drug,Y
CC(=O)OCC(COC(C)=O)OC(C)=O,1.862
CC(=O)OCC(COc1ccccc1)OC(C)=O,1.682
CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,3.973
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.238
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,4.718999999999999
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,1.413
CC(=O)OCC1=CCC2CC1C2(C)C,1.873
CC(=O)OCC1CC2OC2CC1C,1.281
CC(=O)OCC=C(C)C,1.631
CC(=O)OCC=C(C)CCC=C(C)C,1.491
CC(=O)OCC=Cc1ccccc1,1.7280000000000002
CC(=O)OCCC(C)C,0.894
CC(=O)OCCC(C)CC(C)(C)C,1.642
CC(=O)OCCC(C)CCC=C(C)C,1.465
CC(=O)OCCC1=CCC2CC1C2(C)C,1.842
CC(=O)OCCC1CCCCC1,1.726
CC(=O)OCCCc1ccccc1,1.579
CC(=O)OCCCl,4.088
CC(=O)OCCN(CCC#N)c1ccccc1,2.05
CC(=O)OCCN(CCOC(C)=O)c1ccccc1,2.091
CC(=O)OCCO,1.101
CC(=O)OCCOCCOCCOC(C)=O,1.016
CC(=O)OCCOc1ccccc1,1.52
CC(=O)OCCc1ccccc1,1.651
CC(=O)OCN(C)N=O,3.007
CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2C(C(C)O)C(=O)N12,1.6980000000000002
CC(=O)OCc1ccc(C(C)C)cc1,2.123
CC(=O)OCc1ccc2c(c1)OCO2,1.966
CC(=O)OCc1ccccc1,1.78
CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.844
CC(=O)OO,1.694
CC(=O)OOC(C)(C)C,2.292
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.848
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,2.522
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,2.79
CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,3.1710000000000003
CC(=O)Oc1ccc(Br)cc1C(=O)O,2.36
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,2.948
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,2.325
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,1.717
CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,2.15
CC(=O)Oc1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,2.121
CC(=O)Oc1ccccc1,1.922
CC(=O)Oc1ccccc1C(=O)O,2.955
CC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(C)=O,2.192
CC(=O)Oc1ccccc1C(N)=O,1.998
CC(=O)SCC(=O)Nc1nc2ccccc2s1,2.823
CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.369
CC(=O)c1c2c(c(C)[nH]c1=O)CC(c1ccncc1)CC2,3.283
CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,2.465
CC(=O)c1ccc(C)cc1,1.982
CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,1.57
CC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,2.769
CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,2.168
CC(=O)c1ccc2oc3ncccc3c(=O)c2c1,2.154
CC(=O)c1cccc(N)c1,1.859
CC(=O)c1cccc(N=Nc2ccc(N(C)C)cc2)c1,1.744
CC(=O)c1cccc([N+](=O)[O-])c1,1.706
CC(=O)c1cccc2ccccc12,2.0380000000000003
CC(=O)c1ccccc1,2.169
CC(=O)c1ccccc1Cl,1.929
CC(=O)c1ccccn1,1.725
CC(=O)c1cccnc1,3.378
CC(=S)Nc1ccccc1,1.759
CC(Br)CBr,2.276
CC(C#N)CCC#N,2.432
CC(C(=O)COC(=O)c1ccncc1)c1ccc(-c2ccccc2F)cc1,2.492
CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,2.431
CC(C(=O)O)c1ccc(-c2ccccc2F)cc1,2.86
CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1,2.96
CC(C(=O)O)c1ccc(-n2cc3ccccc3n2)cc1,2.235
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,3.158
CC(C(=O)O)c1ccc(C2CCCCC2)cc1,2.9160000000000004
CC(C(=O)O)c1ccc(N2CC3=C(CC=CC3)C2=O)cc1,2.9360000000000004
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,2.8560000000000003
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.525
CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.425
CC(C(=O)O)c1ccc2c(c1)CC(C(C)C)C2,2.19
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,3.632
CC(C(=O)O)c1ccc2c(c1)OCc1cc(Cl)ccc1C2=O,4.422
CC(C(=O)O)c1ccc2c(c1)OCc1ccccc1C2=O,3.919
CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,2.738
CC(C(=O)O)c1ccc2oc3ccccc3c(=O)c2c1,2.571
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.61
CC(C(N)=O)(c1ccccc1)c1ccc(N)cc1,2.177
CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],2.617
CC(C)(C#N)N=NC(C)(C)C#N,3.215
CC(C)(C(=O)O)S(C)(=O)=O,1.465
CC(C)(C(=O)c1cccnc1)c1cccnc1,2.638
CC(C)(C(N)=O)c1ccccc1,1.995
CC(C)(C)C(=O)C#N,3.451
CC(C)(C)C(=O)C(Cl)Cl,2.114
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,2.864
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,2.915
CC(C)(C)C(=O)CC#N,2.6460000000000004
CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.904
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,1.854
CC(C)(C)C(=O)COc1ccc(Cl)cc1,1.6880000000000002
CC(C)(C)C(=O)O,2.055
CC(C)(C)C(CS(C)(=O)=O)=NO,2.42
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,2.5220000000000002
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,2.838
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,2.354
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1.914
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.633
CC(C)(C)C1CCC(O)CC1,1.571
CC(C)(C)CC(C)(C)c1ccc(O)cc1,1.652
CC(C)(C)CC1(C)CO1,1.416
CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.8440000000000001
CC(C)(C)CNC(=S)Nc1cccnc1,2.6860000000000004
CC(C)(C)CON=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3.483
CC(C)(C)N,2.972
CC(C)(C)N(CCO)CCO,1.773
CC(C)(C)N(Cl)Cl,2.26
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,3.25
CC(C)(C)N=NC(C)(C)O,2.642
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,2.95
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,2.362
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.559
CC(C)(C)NCCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,2.276
CC(C)(C)OC(=O)CCl,2.5980000000000003
CC(C)(C)OCC1CO1,1.814
CC(C)(C)OO,2.387
CC(C)(C)OOC(=O)C(C)(C)C,1.608
CC(C)(C)OOC(=O)c1ccccc1,2.283
CC(C)(C)S,1.28
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,2.248
CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,2.291
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.196
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.511
CC(C)(C)c1cc(CN2CCN(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc(C(C)(C)C)c1O,1.7180000000000002
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5.307
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.588
CC(C)(C)c1ccc(C(=O)O)cc1,2.406
CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1,1.874
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.975
CC(C)(C)c1ccc(CCC=O)cc1,1.848
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,2.806
CC(C)(C)c1ccc(O)cc1,1.707
CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,2.157
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035
CC(C)(C)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.84
CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,1.116
CC(C)(C)c1ccccc1O,2.533
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.774
CC(C)(C=O)CO,1.504
CC(C)(CCl)c1cc(Cl)nnc1Cl,2.379
CC(C)(CO)S(C)(=O)=O,1.129
CC(C)(COC(N)=O)COC(N)=O,1.88
CC(C)(COCC1CO1)COCC1CO1,1.682
CC(C)(N)CO,1.4880000000000002
CC(C)(N)Cc1ccc(Cl)cc1,2.866
CC(C)(N1CC1C#N)N1CC1C(N)=O,1.797
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725
CC(C)(O)C(=O)OCCc1ccccc1,1.76
CC(C)(O)C(=O)c1ccc(OCCO)cc1,1.74
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,4.799
CC(C)(O)CCCC1=CCC(C=O)CC1,1.813
CC(C)(O)CCc1ccccc1,1.873
CC(C)(O)Cc1ccccc1,2.07
CC(C)(O)c1ccccc1,2.02
CC(C)(OO)c1cccc(C(C)(C)OO)c1,2.1790000000000003
CC(C)(OO)c1ccccc1,2.6
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2.4090000000000003
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1.946
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.379
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1.808
CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,1.569
CC(C)(S)C(=O)NC(CS)C(=O)O,1.758
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,2.445
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1.692
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.491
CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,3.125
CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.357
CC(C)=C1CCC(C)CC1=O,2.51
CC(C)=CC(=O)O,1.449
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.457000000000001
CC(C)=CC(C)(C)COC(=O)C(C)C,1.578
CC(C)=CC(N)=O,1.445
CC(C)=CC(NC(=O)C1=C([O-])c2sc(Cl)cc2S(=O)(=O)N1C)[n+]1ccccc1,4.643
CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,2.446
CC(C)=CC1C(C(=O)Cl)C1(C)C,2.669
CC(C)=CC1C(C(=O)O)C1(C)C,1.828
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3.072
CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.367
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.842
CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,1.351
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,0.855
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.435
CC(C)=CC1CC(C)=CCO1,1.484
CC(C)=CCC(CCN1CCCCC1)(C(N)=O)c1cccc2ccccc12,3.806
CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,3.3160000000000003
CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,3.618
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.378
CC(C)=CCCC(C)=CC(=O)O,1.658
CC(C)=CCCC(C)CC#N,1.455
CC(C)=CCCC(C)CC=O,1.804
CC(C)=CCCC(C)CCO,1.656
CC(C)=CCCC1=CCC(C=O)CC1,1.44
CC(C)=Cc1ccc(C(C)C(=O)O)cc1,2.198
CC(C)=NN=C(C)C,2.424
CC(C)=NNC(=O)CSc1cc(Oc2ccc(C)cc2)ncn1,2.565
CC(C)=NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,2.944
CC(C)=NNC(=O)CSc1cc(Oc2ccccc2)ncn1,2.469
CC(C)=NNC(N)=S,3.432
CC(C)=O,1.001
CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,2.62
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,1.83
CC(C)C(=O)OCCc1ccccc1,1.568
CC(C)C(=O)OCc1ccccc1,1.796
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,2.235
CC(C)C(Br)C(=O)NC(N)=O,2.3480000000000003
CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,2.435
CC(C)C(C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1)c1ccc(Cl)cc1,2.969
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3.829
CC(C)C(C)N,2.354
CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,2.462
CC(C)C(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,2.63
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.285
CC(C)C12CCC(C)(CC1)O2,1.6969999999999998
CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,0.618
CC(C)C1CCC2CC(O)CCC2C1,1.67
CC(C)C=O,1.876
CC(C)CC(=O)CC(C)C,1.393
CC(C)CC(=O)CC1(C)CCC(c2ccoc2)O1,2.854
CC(C)CC(=O)OC1CCC(N2CCCCC2)CC1,2.245
CC(C)CC(=O)OCC=Cc1ccccc1,1.64
CC(C)CC(C)(C)COC(=O)C(C)C,1.521
CC(C)CC(C)CC(O)CC(C)C,1.04
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,1.875
CC(C)CC(C)O,1.596
CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,1.588
CC(C)CC(CC(C)C)OCCOCCO,1.4280000000000002
CC(C)CC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccn1,2.463
CC(C)CC(O)CC(C)C,1.659
CC(C)CC=O,1.187
CC(C)CCC(=O)O,1.753
CC(C)CCC=O,1.248
CC(C)CCCC(C)NN,3.1260000000000003
CC(C)CCCC1CCC(C)(C(=O)NCC(=O)O)CC1,1.44
CC(C)CCCCCCCCCCO,1.071
CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,1.229
CC(C)CCCCCCCO,1.482
CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,2.199
CC(C)CCCCCCO,1.685
CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,2.339
CC(C)CCCCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,2.98
CC(C)CCCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,2.859
CC(C)CCCCCOC(=O)CS,2.769
CC(C)CCCCCc1ccc(O)cc1,1.982
CC(C)CCCO,1.196
CC(C)CCN(C)C,2.709
CC(C)CCN1C(=O)c2ccccc2C1=O,1.793
CC(C)CCO,1.831
CC(C)CCOC(=O)c1ccccc1O,1.8
CC(C)CCOC(CO)CC(C)C,1.5419999999999998
CC(C)CCON=O,2.365
CC(C)CCP(=O)(CCC(C)C)CCC(C)C,2.066
CC(C)CCP(CCC(C)C)CCC(C)C,2.039
CC(C)CN,2.506
CC(C)CNC(=O)CF,3.5010000000000003
CC(C)CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.422
CC(C)CNC(=O)OCC(O)C1COc2ccccc2O1,2.294
CC(C)CNC(=S)NCC(C)C,2.372
CC(C)COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,2.6830000000000003
CC(C)COC(=O)C=CC(=O)OCC(C)C,1.449
CC(C)COC(=O)CCCOc1ccc(Cl)cc1Cl,3.007
CC(C)COC(=O)CCc1ccco1,2.003
CC(C)COC(=O)COc1ccc(Cl)cc1Cl,2.966
CC(C)COC(=O)c1ccccc1,1.503
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.268
CC(C)COC(=O)c1ccccc1O,2.095
CC(C)COCC(C)O,1.489
CC(C)CON=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,3.954
CC(C)COP(C)(=O)SCCN(C)C,5.404
CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,3.968
CC(C)COc1ccc2ccccc2c1,1.529
CC(C)CS,1.1
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,2.315
CC(C)Cc1ccc(CC(=O)O)cc1,1.922
CC(C)Cc1ccc2ccccc2n1,2.259
CC(C)Cc1cccc2c(CC(=O)O)cccc12,2.6060000000000003
CC(C)Cl,1.196
CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,3.862
CC(C)N,1.858
CC(C)N(C(=O)CCl)c1ccccc1,2.474
CC(C)N(C(=O)Cn1nc(-c2ccccc2)ccc1=O)C(C)Cc1ccccc1,2.33
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.5810000000000004
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.008
CC(C)N(CCO)C(C)C,2.133
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1.59
CC(C)N(N=O)C(C)C,2.185
CC(C)N(Sc1nc2ccccc2s1)C(C)C,1.71
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,2.143
CC(C)N1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,2.262
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,2.9730000000000003
CC(C)N1CCCC1=O,1.642
CC(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,3.274
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751
CC(C)NC(=N)NC(C)C,1.6969999999999998
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.975
CC(C)NC(=O)OCC(O)C1COc2ccccc2O1,2.273
CC(C)NC(C)C,2.119
CC(C)NCC(O)COc1cccc2[nH]ccc12,2.975
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,2.184
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,2.497
CC(C)NCC(O)c1ccc(O)c(O)c1,2.775
CC(C)NCC(O)c1ccc2ccccc2c1,2.406
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.969
CC(C)NNC(=O)COc1ccc(Cl)cc1,2.645
CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,4.033
CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497
CC(C)Nc1ccccc1,2.383
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.777
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,2.278
CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.166
CC(C)O,1.0759999999999998
CC(C)OC(=O)C(Cl)(Cl)Cl,1.67
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,1.933
CC(C)OC(=O)C=CC(=O)OC(C)C,1.79
CC(C)OC(=O)CCCCCCN,1.67
CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.779
CC(C)OC(=O)Cl,2.059
CC(C)OC(=O)Nc1cccc(Cl)c1,2.251
CC(C)OC(=O)Nc1ccccc1,2.253
CC(C)OC(=O)OOC(=O)OC(C)C,1.984
CC(C)OC(C)C,1.081
CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.371
CC(C)OCC1CO1,1.442
CC(C)OCCOCCO,1.121
CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,4.292
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.77
CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,4.194
CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,3.1660000000000004
CC(C)OP(=S)(OC(C)C)SCn1nc(-c2ccccc2)ccc1=O,1.202
CC(C)OP(=S)(OC(C)C)SCn1nc(Cl)ccc1=O,3.274
CC(C)OP(=S)(OC(C)C)SCn1ncccc1=O,3.809
CC(C)OP(C)(=O)OC(C)C,2.339
CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714
CC(C)OP(OC(C)C)OC(C)C,3.096
CC(C)OS(=O)(=O)OC(C)C,2.2230000000000003
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.994
CC(C)Oc1cccc(C2CC(=O)NC2=O)c1,1.988
CC(C)Oc1ccccc1N,2.255
CC(C)SSC(Cl)C(Cl)Cl,3.0780000000000003
CC(C)[N+](=O)[O-],2.093
CC(C)c1cc(Oc2c(I)cc(CC(=O)O)cc2I)ccc1O,4.998
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,2.269
CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.555
CC(C)c1ccc(-c2ccccc2)cc1,1.3630000000000002
CC(C)c1ccc(C#N)cc1,1.571
CC(C)c1ccc(C(C)(C)O)cc1,1.198
CC(C)c1ccc(C=O)cc1,2.028
CC(C)c1ccc(CO)cc1,2.168
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.053
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,2.245
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.475
CC(C)c1cccc(C(C)C)c1,1.341
CC(C)c1cccc(C(C)C)c1N,1.743
CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C,3.258
CC(C)c1cccc(C(C)C)c1N=C=O,2.158
CC(C)c1cccc(C(C)C)c1O,2.552
CC(C)c1cccc(OC(=O)N(C)C)c1,3.112
CC(C)c1cccc(OC(=O)N(C)N=O)c1,2.745
CC(C)c1ccccc1,1.934
CC(C)c1ccccc1C(C)C,1.464
CC(C)c1ccccc1N,2.059
CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.5659999999999998
CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.879
CC(C)c1noc2nc(C(C)(C)C)ncc12,1.153
CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,1.392
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,2.456
CC(C=O)=Cc1ccccc1,1.853
CC(C=O)=Cc1ccco1,1.988
CC(C=O)CC(C)(C=O)CO,1.89
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1.742
CC(C=O)Cc1ccc(C(C)C)cc1,1.6980000000000002
CC(CC(=O)OC(C)(C)C)=NNc1ccc(N2CCOCC2)nn1,2.539
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,3.3560000000000003
CC(CC=O)CC(C)(C)C,1.642
CC(CC=O)CC=O,2.165
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.003
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.992
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.594
CC(CCN(C)C)N(C)C,2.2840000000000003
CC(CCl)OC(C)CCl,2.853
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,2.339
CC(CCl)[N+](=O)[O-],2.797
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.153
CC(CN1C(=O)N(CC2CO2)C(C)(C)C1=O)OCC1CO1,2.219
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccc(Cl)cc21,3.063
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,3.029
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.738
CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,1.7919999999999998
CC(CO)CCO,1.28
CC(CO)c1ccccc1,1.7719999999999998
CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.395
CC(CO[N+](=O)[O-])O[N+](=O)[O-],2.822
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1.934
CC(COc1ccc(Cl)cc1Cl)C(=O)O,2.4930000000000003
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,2.085
CC(CS)C(=O)N1CCCC1C(=O)O,1.709
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,2.005
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,2.457
CC(Cc1ccccc1)C(=O)C(C)Cc1ccccc1,2.001
CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,2.7510000000000003
CC(Cc1ccccc1)N(C)Cc1ccccc1,3.175
CC(Cc1ccccc1)NC(=O)Cn1nc(-c2ccccc2)ccc1=O,2.42
